npsn,nama_sekolah,alamat,kelurahan,kecamatan,jumlah_siswa,jumlah_guru,kepala_sekolah,telp_sekolah,akreditasi,tipe_sekolah,koordinat
20103817,SDS Perguruan Advent 6,Jl. Jatinegara Barat No. 142 B,Kampung Melayu,Jatinegara,48,7.0,BERIA PARHUSIP,021 8504359,B,SD,"-6.220045, 106.86541"
20108445,SDN Cipinang Besar Selatan 15 Pg.,Jl. Cipinang Jaya GG Ujung No. 15,Cipinang Besar Selatan,Jatinegara,224,16.0,"DEWI ASTUTI, S.Pd",021 8505928,A,SD,"-6.223667, 106.881866"
20108414,SDN Utan Kayu Selatan 09 Pg.,Jl. Skip Ujung,Utan Kayu Selatan,Matraman,219,10.0,"SUPARNI, S.Pd.",021 8511980,B,SD,"-6.206536, 106.870323"
20108551,SDN Cipinang Muara 20 Pg.,Jl. Cipinang Indah Raya 50,Cipinang Muara,Jatinegara,191,11.0,"Khairal Asnadi, S.Ag",021 8515642,B,SD,"-6.237149, 106.888245"
20109030,SDN Pisangan Baru 11 Pg.,Jl. Pisangan Baru I,Pisangan Baru,Matraman,189,8.0,"Marrifah, S.Pd.",021 8520685,A,SD,"-6.212976, 106.871101"
20108402,SDN Cipinang Besar Selatan 05 Pg.,Jln. Pancawarga IV No.10,Cipinang Besar Selatan,Jatinegara,222,10.0,Drs. MURTOKO,021 8578216,B,SD,"-6.235249, 106.882103"
20108579,SDN Klender 04,Jl. Duren Sawit Barat III A,Klender,Duren Sawit,623,27.0,"SUWARSO, S.Pd, M.M",021 8602863,A,SD,"-6.222085, 106.912163"
20104366,SDN Cipinang Melayu 08 Pg.,Jl. Inspeksi Tarum Barat No.113,Cipinang Melayu,Makasar,424,16.0,"H.SAYADIH, S.Pd.MM",021 8607064,A,SD,"-6.247174, 106.90567"
20108571,SDN Duren Sawit 16,Jl. Masjid Al Fallah,Duren Sawit,Duren Sawit,549,21.0,"SUTINI M,S.Pd,M.M",021 8608041,B,SD,"-6.23509, 106.917915"
20108600,SDN Malaka Jaya 05 Pg.,Jl. Mawar Merah VI,Malaka Jaya,Duren Sawit,367,18.0,"Sujono, S.Pd",021 8622829,A,SD,"-6.221395, 106.935623"
20104331,SDN Cipinang Melayu 03 Pg.,Jl. Kartika Eka PAksi KPAD KODAM Jatiwaringin,Cipinang Melayu,Makasar,392,24.0,"H. MEMEN, S.Pd",021 8629517,A,SD,"-6.251451, 106.918091"
20104330,SDN Cipinang Melayu 04 Pg.,Jl. KARTIKA EKA PAKSI,Cipinang Melayu,Makasar,559,34.0,"H. NGADNAN, S.Ag. MM.",021 8629906,A,SD,"-6.25172, 106.917252"
20108638,SDN Pondok Kelapa 01 Pg.,Jl. Tipar Kavling DKI Pondok Kelapa Jakarta Timur,Pondok Kelapa,Duren Sawit,648,36.0,"Teguh Widodo, S.Pd",021 8650350,A,SD,"-6.239168, 106.9328"
20109088,SDS Terpadu Ar. Ridho,Jl. Pondok Kelapa XII Blok G4 / 10,Pondok Kelapa,Duren Sawit,420,48.0,"Agus Purwanto, ST",021 8651447,A,SD,"-6.246876, 106.93689"
20121008,SD Embun Pagi,Jl. Raya Kapin No. 8,Pondok Kelapa,Duren Sawit,457,23.0,"YOSI SUWARYOSO, SE",021 8651578,A,SD,"-6.249, 106.9291"
20104099,SDS Al-Ma'ruf,Jl. Raya Lapangan Tembak - Cibubur,Kelapa Dua Wetan,Ciracas,355,17.0,Dra.Hj. Marnita Ma'roef,021 8702346,A,SD,"-6.351438, 106.880638"
20108814,SDN Cijantung 01 Pg.,Jl. Pertengahan,Cijantung,Pasar Rebo,240,13.0,"A. PRAMUJI, S.Pd.MM",021 8706373,B,SD,"-6.325913, 106.855942"
20104612,SDN Kebon Sirih 04 Pg.,Jl. H. Agus Salim No. 57,Kebon Sirih,Menteng,240,12.0,"Suliah,S.Pd",029 9224930,B,SD,"-6.185853, 106.825172"
20105578,SDN Tegal Alur 19 Pt.,Jl. Raya Kamal No.14 Rt.01/02,Tegal Alur,Kalideres,297,13.0,"Mulyadi, S.Ag",055 9552103,B,SD,"-6.104378, 106.710327"
20109373,SDS Kartika X-1,Jl. Jend. Urip Sumohardjo No.12,Bali Mester,Jatinegara,77,10.0,SUGENG DARMONO,021 21281496,B,SD,"-6.221706, 106.877144"
20100538,SDN Kenari 06 Pt.,Jl. Kramat IV No. 25,Kenari,S e n e n,86,10.0,"RAHMAWATI,S.Pd",021 21392292,B,SD,"-6.185899, 106.842339"
20108614,SDN Malaka Sari 03 Pg.,Jl. Delima II No. 47,Malaka Sari,Duren Sawit,490,24.0,"HIDAYAT,S.Ag",021 22086841,A,SD,"-6.218798, 106.928581"
20100378,SDN Cempaka Putih Barat 07 Pg.,Jl. Percetakan Negara Raya No. 16,Cempaka Putih Barat,Cempaka Putih,396,16.0,"Hj.ESIH SUKAESIH,SPd. M.Si",021 22421882,B,SD,"-6.187071, 106.86528"
20100620,SDN Tugu Utara 16 Pt.,Jl. H. M. Darpi Plump. Semper,Tugu Utara,K o j a,298,13.0,"Yeyet Suprapti, S.Pd",021 22433575,B,SD,"-6.1304, 106.915031"
20104844,SDN Cilincing 01 Pg.,Jl. Bhakti IX No.63,Cilincing,Cilincing,306,15.0,"SITIWARDANI SIMANJUNTAK,M.Pd",021 22441734,A,SD,"-6.10612, 106.939537"
20105482,SDN Semanan 02 Pt.,Jl. Semanan Raya No.38,Semanan,Kalideres,329,15.0,"RAHAYU, S.Pd",021 22521284,A,SD,"-6.159629, 106.705223"
NP743868,SDIT Al-Muttaqin,Jl. Daan Mogot Km 11,Kedaung Kaliangke,Cengkareng,214,20.0,DEDE KUSNIADI,021 22522627,Tidak Terakreditasi,SD,"-6.154954, 106.761635"
20101915,SDN Joglo 04 Pt.,Jl. Komp. DKI Joglo,Joglo,Kembangan,237,12.0,"Dufiyati,S.Pd",021 22542587,B,SD,"-6.21763, 106.732857"
20105572,SDN Tegal Alur 13 Pt.,Jl. Sekolah,Tegal Alur,Kalideres,197,14.0,Badriah,021 22552433,A,SD,"-6.123551, 106.714973"
20105566,SDN Tegal Alur 08 Pg.,Jalan Sekolah,Tegal Alur,Kalideres,385,22.0,"MUTOHAROH, S.Pd,M.Si",021 22554636,A,SD,"-6.123682, 106.714851"
20109574,SDS Permata,Jl. Sukatani Raya No. 19,Tegal Alur,Kalideres,20,9.0,"Mutamimah ,S.Pd",021 22557594,B,SD,"-6.118976, 106.718994"
20105377,SDN Kembangan Utara 08 Pt.,Jl. Kampung Baru,Kembangan Utara,Kembangan,282,15.0,"AMIN, S.Pd",021 22584189,A,SD,"-6.169868, 106.747612"
20101034,SDN Pademangan Barat 04 Pt.,Jl. Hidup Baru I No. 101,Pademangan Barat,Pademangan,265,15.0,Dewi Komariah (PLH),021 22642270,A,SD,"-6.139089, 106.835167"
20105531,SDN Taman Sari 09 Pg.,Jl. Tamansari X No. 17 A,Taman Sari,Taman Sari,177,12.0,"Mangasi Situmorang, S.Pd",021 22682042,A,SD,"-6.15316, 106.824722"
20105934,SDN Jagakarsa 06 Pg.,Jl. Kedondong,Jagakarsa,Jagakarsa,420,23.0,"Resnawati,S.Pd",021 22711278,A,SD,"-6.323483, 106.817978"
69762791,SDS Nurul Yaqin,Jalan SDI No. 50,Cililitan,Kramat Jati,283,25.0,Sally Aminah,021 22802417,A,SD,"-6.271211, 106.859741"
20108849,SDN Utan Kayu Utara 11 Pg.,Jl. Balai Rakyat Raya No. 11,Utan Kayu Utara,Matraman,206,9.0,"Siti Sofianti, M.Pd",021 22805857,B,SD,"-6.195619, 106.86808"
NP850355,SD Rabbaniyyun Islamic Scholl,Jl. Assafiiyah No. 93,Cilangkap,Cipayung,113,10.0,HARYANTO,021 22813112,Tidak Terakreditasi,SD,"-6.3357, 106.899803"
20106056,SDN Menteng Atas 05 Pg.,Jl. Muria No. 43,Menteng Atas,Setia Budi,235,15.0,"Sri Murtini, S.Pd",021 22837387,A,SD,"-6.21071, 106.837044"
20104204,SDN Pinang Ranti 02 Pg.,Jl. Pinang Ranti I,Pinang Ranti,Makasar,472,23.0,"TRISNAINI NUR FATHONAH,S.Pd, MM",021 22984087,A,SD,"-6.293889, 106.88575"
20104952,SDN Tugu Utara 01 Pg.,Jl. Mangga Ujung No.1D,Tugu Utara,K o j a,330,17.0,DADANG SUHERMAN M.Pd,021 26063612,A,SD,"-6.124719, 106.910431"
20101062,SDN Lagoa 11 Pg.,JL. LAGOA TERUSAN GG. IV D.1 NO.1,Lagoa,K o j a,543,26.0,"ATO SUGIARTO,S.Pd",021 26064216,A,SD,"-6.112239, 106.914742"
20101419,SDN Pinangsia 01 Pg.,Jl. Pinangsia I No. 20,Pinangsia,Taman Sari,519,19.0,"H. MIYONO, S.Pd.MM",021 26075984,A,SD,"-6.140893, 106.816681"
20102921,SDN Grogol Selatan 09 Pg.,Jl. Panjang No. 99A Cidodol,Grogol Selatan,Kebayoran Lama,268,14.0,"Darwani, S.Pd",021 27517630,A,SD,"-6.231557, 106.7714"
20102077,SDN Duri Kosambi 07 Pg.,Jl. Raya Kresek No. 51,Duri Kosambi,Cengkareng,737,35.0,"MARYANI, M. Pd",021 29024474,B,SD,"-6.180459, 106.713501"
20105955,SDN Karet Kuningan 01 Pg.,Jl. Bek Murad No. 14 A,Karet Kuningan,Setia Budi,175,12.0,"Hj. WIDHARNI, S. Pd",021 29037369,B,SD,"-6.216853, 106.822136"
69874085,SD Pelita Harapan Kemang,Jl. Pangeran Antasari No. 36,Bangka,Mampang Prapatan,195,20.0,Rosma Indriana Purba,021 29056789,A,SD,"-6.272345, 106.808929"
20106186,SDN Setiabudi 01 Pg.,Jl. Setiabudi Barat No. 8 K,Setia Budi,Setia Budi,156,10.0,"Dafri Adiguna, S. Pd. M. MPd",021 29110748,A,SD,"-6.211875, 106.844231"
20105622,SDS Baptis Elim,Jl. Dr. Susilo I No. 388,Grogol,Grogol Petamburan,130,14.0,NUNUK TRI LESTARI,021 29200536,A,SD,"-6.164446, 106.793144"
0,SDS Al Falah Kalibata City,"Kalibata City Tower Jasmine, Jl. TMP Kalibata Raya",Rawajati,Pancoran,82,14.0,ABDUL WAHID,021 29317090,Tidak Terakreditasi,SD,"-6.256405, 106.851791"
20105379,SDN Kembangan Utara 10 Pg.,Jl. Kp. Basmol Kembangan,Kembangan Utara,Kembangan,376,17.0,"Ahmad Saburi, S.Pd",021 29330504,A,SD,"-6.15576, 106.746498"
69772515,SDIT Ar-Risaalah,Jl. Gaga Gg. Mangga II,Semanan,Kalideres,141,11.0,Mohammad Sohir,021 29430799,Tidak Terakreditasi,SD,"-6.16753, 106.701797"
20102044,SDN Cengkareng Barat 11 Pg.,Jl. Raya Cenderawasih X No. 7,Cengkareng Barat,Cengkareng,470,24.0,"Amun, M.M.Pd.",021 29440877,B,SD,"-6.1441, 106.720001"
20105476,SDN Rawa Buaya 05 Pt.,Jl. Al-Barkah I,Rawa Buaya,Cengkareng,300,16.0,"JUNENGSIH, S.Pd",021 29520643,A,SD,"-6.165129, 106.728157"
20104978,SDIT Al Mu'min,Jl. Bangun Cipta Raya No. 16 A,Pegangsaan Dua,Kelapa Gading,127,16.0,"IMAM WAHYUDI, S.SI",021 29745635,A,SD,"-6.171382, 106.910851"
20104586,SDN Kebon Kacang 01 Pg.,Jl. Kebon Kacang Raya No. 48,Kebon Kacang,Tanah Abang,373,18.0,Rosmalina Br.Payung,021 31903625,B,SD,"-6.1935, 106.815498"
20105296,SDN Kapuk 11 Pg.,Jl. Ukir Kapuk,Kapuk,Cengkareng,341,15.0,"DARIYATI,S.Pd",021 34650171,B,SD,"-6.1524, 106.747902"
20100476,SDN Pasar Baru 03 Pg.,Jl. Pintu Besi I / 42 Pasar Baru,Pasar Baru,Sawah Besar,416,20.0,SADIYO,021 34832355,B,SD,"-6.158318, 106.834236"
20104702,SDN Tanah Tinggi 06 Pt.,Jl. Tanah Tinggi II/ 8,Tanah Tinggi,Johar Baru,168,9.0,"Suhadna, S.Pd",021 42800020,B,SD,"-6.175681, 106.849579"
20104615,SDN Kemayoran 02 Pt.,Jl. Kepu Dalam Gg. X,Kemayoran,Kemayoran,163,11.0,ANERI,021 42801290,A,SD,"-6.163168, 106.843369"
20104550,SDN Johar Baru 15 Pg.,JL. KRAMAT JAYA GANG VIII,Johar Baru,Johar Baru,230,11.0,Nani Isnaeni,021 42801615,B,SD,"-6.183935, 106.852104"
20109355,SDN Harapan Mulia 04 Pt.,JL. TEMBAGA DALAM II,Harapan Mulia,Kemayoran,383,15.0,YULIA SUPRANINGSIH,021 42873033,B,SD,"-6.173145, 106.853828"
20104796,SDS P U I,Jl. Galur Jaya No. 16,Galur,Johar Baru,146,17.0,Dewi Resmiati,021 42873714,B,SD,"-6.177064, 106.854546"
20100372,SDN Bungur 03,Jl. Angsana No. 4,Bungur,S e n e n,413,20.0,Hardi Priyono,021 42878423,A,SD,"-6.169588, 106.850441"
20104690,SDN Sumur Batu 06 Pg.,Jl. Sumur Batu Utara No. 2,Sumur Batu,Kemayoran,392,23.0,"Drs. JUMINA, mm",021 42886516,A,SD,"-6.166502, 106.866371"
20104856,SDN Kebon Bawang 05 Pg.,Jl. Swasembada Bar. II,Kebon Bawang,Tanjung Priok,820,36.0,"Bambang Sutarna, S.Pd, MM",021 43800536,A,SD,"-6.125969, 106.889"
20104879,SDN Papanggo 03 Pg.,Jl.Warakas I Gang 25,Papanggo,Tanjung Priok,420,13.0,Drs. H SYARIFUDDIN,021 43901930,A,SD,"-6.127505, 106.876953"
69949704,SD Islam Mafaza,Jl. Samudra No. 221,Rawa Badak Selatan,K o j a,291,11.0,"Windi Iskandar, Lc.",021 43903030,A,SD,"-6.126805, 106.903755"
20100689,SDN Rawa Badak Utara 15 Pg.,Jl. Rawa Badak Barat. No. 37,Rawa Badak Utara,K o j a,492,24.0,YUNIAR MANULLANG,021 43903568,A,SD,"-6.11904, 106.901733"
20100577,SDN Tugu Utara 11,Komplek UKA,Tugu Utara,K o j a,473,25.0,"Casmiati, S.Pd",021 43905301,A,SD,"-6.123569, 106.913368"
20100673,SDN Rawa Badak Utara 21,Jl. F. Gg. L. No.35,Rawa Badak Utara,K o j a,501,22.0,"Tuti Tarwiyah,M.Pd.",021 43906021,A,SD,"-6.11545, 106.903389"
20104923,SDN Sungai Bambu 05 Pg.,Jl. Sungai Bambu III NO 34,Sungai Bambu,Tanjung Priok,606,32.0,"Anwar Sanusi,S.Pd",021 43906476,A,SD,"-6.130369, 106.886261"
20104970,SDN Warakas 06 Pt.,Jl. Warakas I Gg. 20,Warakas,Tanjung Priok,275,12.0,CAKRA WIJAYAWATI,021 43907344,A,SD,"-6.121119, 106.871956"
20105026,SDS Eirene,Jl. Gadang No. 77,Sungai Bambu,Tanjung Priok,46,4.0,"Estevien Vifin Mandagie, S.Th",021 43930518,C,SD,"-6.11558, 106.882378"
20104921,SDN Sungai Bambu 03,Jl. Gadang No. 52,Sungai Bambu,Tanjung Priok,638,22.0,"Hj.HAMIDAH, S.Pd, M.M",021 43935719,A,SD,"-6.118665, 106.883301"
20109315,SD Khusus Darut Tauhid,Jl. Raya Cacing Kp. Bedeng Malaka II,Rorotan,Cilincing,361,11.0,"DARTI , S.Pd",021 44830451,B,SD,"-6.13856, 106.938919"
20104913,SDN Semper Timur 02 Pt.,Jl. Kebantenan V,Semper Timur,Cilincing,270,11.0,"Eti Kuswati, S.Pd",021 44835586,B,SD,"-6.114198, 106.925446"
20104909,SDN Semper Barat 10 Pt.,Jl. F No. 1 Kebon Baru,Semper Barat,Cilincing,306,10.0,"SONTIA SIBUEA, S.Pd",021 44837319,A,SD,"-6.115945, 106.921921"
20109372,SD Khusus IT Yuda Patria,Jl. Marunda Baru III No. 1 Rt. 8/6,Marunda,Cilincing,134,14.0,"Sy. Mochamad Ulil Absor,S.Sos.",021 44851049,B,SD,"-6.123519, 106.959686"
20101046,SDN Marunda 04 Pt.,Jln. Marunda Baru I No. 14,Marunda,Cilincing,276,13.0,SITI QOMARIYAH,021 44852517,A,SD,"-6.123861, 106.960777"
20104907,SDN Rorotan 03 Pg.,Jl. Rorotan XI NO. 30,Rorotan,Cilincing,353,13.0,Dra. SOKHIKAH,021 44853274,A,SD,"-6.143993, 106.956367"
20100679,SDN Rorotan 02 Pg.,Jl. Rorotan IX No. 3,Rorotan,Cilincing,303,14.0,"SWITHA YUSFINA SIREGAR, S.Pd",021 44853706,A,SD,"-6.157428, 106.95533"
20109938,SD Kristen Penabur,Boulevard Bukit Gading Raya Blok A5-A8,Kelapa Gading Barat,Kelapa Gading,584,39.0,"Dra. Minar Hotmauli Pakpahan,",021 45840601,A,SD,"-6.165769, 106.891258"
20109937,SDS Lilin Bangsa,Raya Mediterania Blok BB No. 1,Kelapa Gading Barat,Kelapa Gading,19,10.0,Dra. Kurniawati,021 45854785,Tidak Terakreditasi,SD,"-6.158843, 106.894547"
20103475,SDN Ujung Menteng 07 Pg.,Jl. Irigasi Ujung Menteng Rt.01/08,Ujung Menteng,Cakung,375,14.0,"EKAYATI, S.Pd",021 46821993,A,SD,"-6.184075, 106.963066"
20104254,SDN Cakung Timur 06 Pg.,Jl. Kayu Tinggi,Cakung Timur,Cakung,825,28.0,"Drs. Suparlan, MM",021 46822495,A,SD,"-6.1797, 106.947998"
20103479,SDN Ujung Menteng 02,"Jl. Irigasi, Ujung Menteng",Ujung Menteng,Cakung,430,23.0,"Heri Irianto, S.Pd",021 46825092,A,SD,"-6.183091, 106.960663"
20104255,SDN Cakung Barat 05 Pg.,Jl. Raya Bekasi Km. 23,Cakung Barat,Cakung,462,21.0,"Retno Suprapti, S.Pd",021 46825653,A,SD,"-6.178544, 106.933456"
20104258,SDN Cakung Barat 02,Jl. Raya Bekasi Km. 23,Cakung Barat,Cakung,599,29.0,"ETY ROSNIAWATY, M.Pd",021 46825654,A,SD,"-6.1805, 106.938797"
20104259,SDN Cakung Barat 01 Pg.,Jl. Raya Bekasi Km. 23,Cakung Barat,Cakung,594,28.0,"Drs. Nana Suryana, MM",021 46830665,A,SD,"-6.2708, 107.193298"
20104256,SDN Cakung Barat 04 Pg.,Jl. Tipar Cakung,Cakung Barat,Cakung,571,29.0,"Henny Kustini, S.Pd. MM",021 46835280,A,SD,"-6.174624, 106.939072"
20109114,SDS Islam At-Taqwa,Jl. Daksinapati Raya No. 2,Rawamangun,Pulo Gadung,377,32.0,"NASRUDIN, M.Pd",021 47864568,A,SD,"-6.1949, 106.875504"
20106249,SDS Ar Rahman Y. Motik,Jl. Setiabudi Utara Blok D 1,Setia Budi,Setia Budi,318,22.0,"Ernawati, M.Pd",021 52921943,A,SD,"-6.207368, 106.828094"
20102298,SDN Kuningan Barat 03 Pg.,Jl. PLN Kuningan Barat,Kuningan Barat,Mampang Prapatan,192,9.0,"H. Abd. Rahim, S.Pd.",021 52963370,A,SD,"-5.4438, 114.421097"
20105499,SDN Slipi 07 Pg.,Jl. G. II,Slipi,Palmerah,527,29.0,"LAMRIA EMMA, S.Pd, MM",021 53661686,A,SD,"-6.1958, 106.803543"
20105354,SDN Kemanggisan 05 Pg.,Jl. Anggrek Garuda Blok E,Kemanggisan,Palmerah,275,17.0,"Hj. Suryani, S.Pd",021 53665436,A,SD,"-6.193282, 106.794823"
20101460,SDN Palmerah 23 Pg.,Jl. Rawa Belong II/E No.153,Palmerah,Palmerah,342,18.0,Udi Riyanta,021 53675765,A,SD,"-6.202509, 106.786987"
20101980,SDN Kemanggisan 01 Pg.,Jl. Anggrek Garuda Blok E,Kemanggisan,Palmerah,289,17.0,"LATIFAH, S.Pd, M.M",021 53679528,B,SD,"-6.193239, 106.7948"
20104655,SDN Petamburan 01 Pg.,Jl. Petamburan No. 4,Petamburan,Tanah Abang,435,29.0,"MUHADI, M.Pd",021 53679743,A,SD,"-6.19624, 106.808167"
69768298,SDS Mahabodhi Vidya Plus,Jl. Palem Anggur Kav. 8 Citra Garden 3,Pegadungan,Kalideres,314,39.0,Susiana Samsoedin,021 54360308,Tidak Terakreditasi,SD,"-6.129573, 106.707092"
20105156,SDN Cengkareng Barat 12 Pg.,Jl. Utama Raya No. 41,Cengkareng Barat,Cengkareng,211,11.0,WIDIYARTI,021 54367615,A,SD,"-6.150321, 106.723419"
20102034,SDN Cengkareng Barat 06 Pt.,Jl. Utama Raya No. 41,Cengkareng Barat,Cengkareng,180,13.0,"LINDA LESTARI, S.Pd",021 54370876,B,SD,"-6.150247, 106.723679"
20105151,SDN Cengkareng Barat 07 Pg.,Jl. Rawa Kramat Rt.04/04,Cengkareng Barat,Cengkareng,301,19.0,"TITA SITI MASITOH, M.Pd",021 54370891,B,SD,"-6.15245, 106.724731"
20105760,SDS Santo Leo II,Jl. Kosambi Selatan Raya No. 1,Duri Kosambi,Cengkareng,403,27.0,"Ersianti, S.Pd",021 54371165,A,SD,"-6.1733, 106.715401"
20105493,SDN Semanan 13 Pt.,Jl. Raya Semanan No. 55,Semanan,Kalideres,330,16.0,Aprilianti,021 54372914,B,SD,"-6.167469, 106.704056"
20102080,SDN Duri Kosambi 04 Pg.,Jl. Raya Duri Kosambi,Duri Kosambi,Cengkareng,558,30.0,"Maryati, S.Pd",021 54374739,A,SD,"-6.182031, 106.720604"
20105271,SDN Kalideres 09 Pg.,"Jl. Daan Mogot Km. 15,6",Kalideres,Kalideres,260,11.0,"BETTI NURBAETI, S.Pd, M.M",021 54374803,B,SD,"-6.154687, 106.712433"
69756613,SDS Mentari Grand Surya,Jl. Taman Surya No 5 Blok MM2,Pegadungan,Kalideres,201,6.0,Exsuperantia Yohanita Irene,021 54375967,A,SD,"-6.138421, 106.700417"
20102116,SDN Cengkareng Timur 19 Pt.,Jl. Angsana Raya,Cengkareng Timur,Cengkareng,350,13.0,"Hj. DWI AGUSTINI, S.Pd",021 54377139,A,SD,"-6.147231, 106.740501"
20105181,SDN Cengkareng Timur 18 Pg.,Jl. Angsana Raya,Cengkareng Timur,Cengkareng,323,15.0,"MUNAWAROH, S.Pd. SD",021 54377189,A,SD,"-6.147231, 106.740501"
20102009,SDN Kedaung Kali Angke 05 Pg,Jl. Tawang Mangu No.41,Kedaung Kaliangke,Cengkareng,312,10.0,"Chidam Cholik, S.Pd",021 54377931,A,SD,"-6.152, 106.760002"
20105178,SDN Cengkareng Timur 15 Pg.,Jl . Bangun Nusa Raya,Cengkareng Timur,Cengkareng,326,15.0,"MADHAER, S.Pd",021 54380289,A,SD,"-6.152535, 106.739906"
20105165,SDN Cengkareng Timur 01 Pg.,Jl. Daan Mogot Km. 14,Cengkareng Timur,Cengkareng,508,24.0,Hj. ISROWATI,021 54380738,A,SD,"-6.154294, 106.733124"
20102117,SDN Cengkareng Timur 20 Pt.,Jl. Fajar Baru Utara,Cengkareng Timur,Cengkareng,219,10.0,"Ati Subagiati, S.Pd.",021 54380811,B,SD,"-6.1446, 106.7314"
20105169,SDN Cengkareng Timur 05 Pg.,Jl. Kamal Raya No. 12,Cengkareng Timur,Cengkareng,430,22.0,"SOLEH, S.Pd.MM",021 54382207,B,SD,"-6.14944, 106.728127"
20105149,SDN Cengkareng Barat 05 Pg.,Jl. Utama Raya No. 41,Cengkareng Barat,Cengkareng,286,15.0,SABARLINA,021 54392281,A,SD,"-6.150086, 106.724365"
20105703,SDS Kemuliaan,Jl. Manunggal Kalipasir No. 1,Kapuk,Cengkareng,173,12.0,"H. Mochamad Mausul, Lc",021 54392652,B,SD,"-6.130421, 106.741096"
20105205,SDN Duri Kosambi 11 Pg.,Jl. Duri Kosambi Raya Komp. Interkota No. 1,Duri Kosambi,Cengkareng,302,16.0,"Hj. ETI, S. Pd",021 54393639,A,SD,"-6.165794, 106.725159"
20105329,SDN Kedaung Kali Angke 09 Pt.,Komp. Dep. Agama Kalimati,Kedaung Kaliangke,Cengkareng,141,9.0,"Suparman, S.Pd",021 54395293,A,SD,"-6.154, 106.762001"
20101972,SDN Kedaung Kali Angke 13 Pg.,Komp. Dep. Agama Kalimati,Kedaung Kaliangke,Cengkareng,268,12.0,"SURYADI, S.Ag M.Pd",021 54395351,A,SD,"-6.154489, 106.762192"
20105273,SDN Kalideres 12 Pg.,Jl. Peta Timur,Kalideres,Kalideres,310,15.0,"RENO HERIYONO,S.Pd",021 54395391,A,SD,"-6.145648, 106.704178"
20105322,SDN Kedaung Kali Angke 01 Pg.,Jl. Pesing Poglar,Kedaung Kaliangke,Cengkareng,298,11.0,"Mahdali, S.Pd. MM",021 54396353,B,SD,"-6.152073, 106.770432"
20105330,SDN Kedaung Kali Angke 10,Jl. Tawang Mangu,Kedaung Kaliangke,Cengkareng,374,16.0,"YOYOH SOBARIAH, S.Pd",021 54396482,A,SD,"-6.152909, 106.759323"
20102107,SDN Cengkareng Timur 11 Pt.,Jl. Fajar Baru Selatan,Cengkareng Timur,Cengkareng,271,11.0,"H. ZAILANI,S.Pd.I,MM",021 54396826,A,SD,"-6.146807, 106.733185"
20105614,SDS Angela,Jl. Perumahan Interkota Indah Blok C1/19,Duri Kosambi,Cengkareng,107,8.0,Henny Suryawati,021 54397483,A,SD,"-6.165309, 106.723602"
20101930,SDN Kapuk 07 Pt.,Jl. Tenis Raya,Kapuk,Cengkareng,390,13.0,"ROHMADI, M.Pd",021 54397611,B,SD,"-6.144181, 106.748077"
20102022,SDN Cengkareng Barat 04 Pg.,Jl. Utama Raya No. 41,Cengkareng Barat,Cengkareng,244,8.0,"SLAMET, S.Pd",021 54397806,B,SD,"-6.150134, 106.723846"
20105448,SDN Pegadungan 04 Pg.,Jl. 20 Desember Rt. 001/ 03,Pegadungan,Kalideres,250,12.0,"Ni Ketut Suwartini, S.Pd., M.M.",021 54399565,A,SD,"-6.129044, 106.70517"
20105494,SDN Semanan 14 Pt.,Jl. Raya Semanan No.55,Semanan,Kalideres,320,17.0,"Pariyem, S.Pd",021 54399590,A,SD,"-6.167489, 106.704102"
20105650,SDS Dian Kasih,Jl. Perumahan Citra Garden 5 Blok H1,Pegadungan,Kalideres,198,14.0,"Yusliawati, MTh",021 55951782,A,SD,"-6.12291, 106.702965"
20105723,SDS Mentari,Jl. Kebon Dua Ratus,Kamal,Kalideres,252,12.0,"Sumariah, S.Pd",021 55951874,B,SD,"-6.098359, 106.702995"
20109909,SDS Kasih Immanuel,TAMAN PALEM LESTARI A10/5,Cengkareng Barat,Cengkareng,101,10.0,LIE ELLIEN YULIANA,021 55952782,A,SD,"-6.138323, 106.729103"
20105160,SDN Cengkareng Barat 16 Pg.,Jl. Flamboyan VI No.2,Cengkareng Barat,Cengkareng,333,15.0,DARNI,021 55956819,A,SD,"-6.130761, 106.727356"
20105278,SDN Kamal 03 Pg.,Jl. Kampung Belakang,Kamal,Kalideres,643,24.0,"SEKAR PERTIWI, S.Pd",021 55958516,A,SD,"-6.106337, 106.700912"
20105576,SDN Tegal Alur 17 Pg.,Jl. Kayu Besar,Tegal Alur,Kalideres,548,24.0,"BIYATNO, S.Pd.",021 55960608,B,SD,"-6.120227, 106.726883"
20105561,SDN Tegal Alur 03 Pg.,Jl. Mirinda PTIS Tegal Alur,Tegal Alur,Kalideres,343,17.0,"PUJIMIN,S.Ag,M.Pd",021 55963088,A,SD,"-6.122855, 106.719849"
20105052,SDS Kristen X BPK. Penabur,Jl. Layar Permai 6 Blok SD 2 PIK,Pluit,Penjaringan,958,60.0,"Juldianty, S.S",021 55967478,A,SD,"-6.106961, 106.752701"
20102075,SDN Grogol 07 Pg.,Jl. Dr. Semeru Raya No. 1,Grogol,Grogol Petamburan,382,20.0,Sajiyanto S.Pd,021 56942533,A,SD,"-6.155369, 106.794235"
20105213,SDN Grogol 05 Pg.,Jl. Dr. Semeru Raya No.1,Grogol,Grogol Petamburan,200,9.0,"Hj. ARNIATI, S.Ag.MM",021 56942550,A,SD,"-6.159342, 106.796364"
